ID,device,x,y,z,created_at,order_id
1,30868,455.304,-272.304,211.304,2023/10/9 15:26:16
1,30868,603.656,-333.792,5.856,2023/10/9 15:26:16
1,30868,569.984,-371.368,-250.344,2023/10/9 15:26:16
1,30868,322.08,-327.448,-377.224,2023/10/9 15:26:16
1,30868,17.08,-131.272,-333.304,2023/10/9 15:26:16
1,30868,-287.432,130.784,-76.616,2023/10/9 15:26:16
1,30868,-425.536,297.192,191.296,2023/10/9 15:26:16
1,30868,-457.744,355.264,292.8,2023/10/9 15:26:16
1,30868,-497.76,428.464,340.136,2023/10/9 15:26:16
1,30868,-447.496,401.624,279.136,2023/10/9 15:26:16
1,30868,-279.624,196.664,64.416,2023/10/9 15:26:16
1,30868,60.512,-1.464,-140.544,2023/10/9 15:26:16
1,30868,426.512,-111.752,-284.992,2023/10/9 15:26:16
1,30868,653.432,-277.184,-496.296,2023/10/9 15:26:16
1,30868,591.944,-354.776,-633.912,2023/10/9 15:26:16
1,30868,364.536,-250.344,-481.656,2023/10/9 15:26:16
1,30868,-12.2,-51.728,-167.872,2023/10/9 15:26:16
1,30868,-258.64,83.936,1.464,2023/10/9 15:26:16
1,30868,-488.976,-33.672,130.784,2023/10/9 15:26:16
1,30868,-695.888,-81.008,204.96,2023/10/9 15:26:16
1,30868,-849.12,-118.096,236.192,2023/10/9 15:26:16
1,30868,-692.96,-199.592,100.04,2023/10/9 15:26:16
1,30868,-325.984,-319.152,-132.736,2023/10/9 15:26:16
1,30868,119.56,-333.792,-259.128,2023/10/9 15:26:16
1,30868,372.832,-292.312,-348.92,2023/10/9 15:26:16
1,30868,481.656,-247.416,-426.512,2023/10/9 15:26:16
1,30868,499.712,-248.88,-439.2,2023/10/9 15:26:16
1,30868,378.688,-116.632,-328.424,2023/10/9 15:26:16
1,30868,218.624,129.32,-171.776,2023/10/9 15:26:16
1,30868,48.8,420.168,-74.176,2023/10/9 15:26:16
1,30868,-299.144,548.512,4.392,2023/10/9 15:26:16
1,30868,-550.952,638.304,88.328,2023/10/9 15:26:16
1,30868,-821.792,574.376,79.544,2023/10/9 15:26:16
1,30868,-861.808,429.44,50.752,2023/10/9 15:26:16
1,30868,-736.88,144.448,43.92,2023/10/9 15:26:16
1,30868,-528.992,-55.632,31.232,2023/10/9 15:26:16
1,30868,-214.232,-233.264,51.728,2023/10/9 15:26:16
1,30868,85.4,-367.952,80.032,2023/10/9 15:26:16
1,30868,206.424,-409.92,79.544,2023/10/9 15:26:16
1,30868,167.384,-345.992,147.376,2023/10/9 15:26:16
1,30868,-126.392,-159.576,182.024,2023/10/9 15:26:16
1,30868,-414.312,89.304,262.544,2023/10/9 15:26:16
1,30868,-516.792,222.04,400.16,2023/10/9 15:26:16
1,30868,-378.2,294.264,469.944,2023/10/9 15:26:16
1,30868,-124.44,268.888,351.36,2023/10/9 15:26:16
1,30868,201.544,134.2,199.104,2023/10/9 15:26:16
1,30868,491.416,-42.456,32.696,2023/10/9 15:26:16
1,30868,793.488,-211.304,-235.704,2023/10/9 15:26:16
1,30868,836.92,-308.416,-510.448,2023/10/9 15:26:16
1,30868,747.128,-241.072,-670.512,2023/10/9 15:26:16
1,30868,614.392,-223.992,-752.496,2023/10/9 15:26:16
1,30868,443.592,-188.856,-656.848,2023/10/9 15:26:16
1,30868,173.728,-170.312,-300.608,2023/10/9 15:26:16
1,30868,1.464,-188.856,193.736,2023/10/9 15:26:16
1,30868,-9.272,-373.32,582.184,2023/10/9 15:26:16
1,30868,110.776,-508.496,648.064,2023/10/9 15:26:16
1,30868,286.944,-513.864,550.952,2023/10/9 15:26:16
